carName,brand,model,category,manufactureYear,licensePlate,price,count,status,color,specifications,imageUrl,warrantyPeriod,number_of_seats,fuel,gear
MITSUBISHI XFORCE ULTIMATE 2025,Xforce ,XFORCE ULTIMATE 2025,Other,2025,,705000000,1,Available,vàng,,,12,5,Petrol,số tự động
TOYOTA FORTUNER 2.4AT 4X2 2025 Màu Đen,Fortuner,FORTUNER 2.4AT 4X2 2025 Màu Đen,Other,2025,,1055000000,1,Available,Black,,,12,5,Diesel,số tự động
TOYOTA VIOS 1.5G 2025 Màu Đỏ,Vios,VIOS 1.5G 2025 Màu Đỏ,Other,2025,,545000000,1,Available,Red,,,12,5,Petrol,số tự động
TOYOTA COROLLA CROSS 1.8V 2025 Màu Xám,Corolla Cross,COROLLA CROSS 1.8V 2025 Màu Xám,Other,2025,,820000000,1,Available,bạc,,,12,5,Petrol,số tự động
TOYOTA CAMRY 2.0Q 2025 Màu Đen,Camry,CAMRY 2.0Q 2025 Màu Đen,Other,2025,,1220000000,1,Available,Black,,,12,5,Petrol,số tự động
INNOVA CROSS 2.0 HEV - 2025 Màu Trắng,Innova,CROSS 2.0 HEV - 2025 Màu Trắng,Other,2025,,1005000000,1,Available,White,,,12,5,hybrid,số tự động
Toyota Corolla Cross 1.8HEV Màu Đen,Corolla Cross,Corolla Cross 1.8HEV Màu Đen,Other,2025,,905000000,1,Available,Black,,,12,5,hybrid,số tự động
TOYOTA VELOZ CROSS TOP 1.5L D-CVT Màu Trắng,Veloz Cross,VELOZ CROSS TOP 1.5L D-CVT Màu Trắng,Other,2025,,660000000,1,Available,White,,,12,5,Petrol,số tự động
TOYOTA INNOVA CROSS 2.0V 2025,Innova,INNOVA CROSS 2.0V 2025,Other,2025,,825000000,1,Available,,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER CROSS 2025,Xpander Cross,XPANDER CROSS 2025,Other,2025,,698000000,1,Available,nâu,,,12,5,Petrol,số tự động
MITSUBISHI TRITON 2WD AT GLX​ 2025,Triton,TRITON 2WD AT GLX​ 2025,Other,2025,,650000000,1,Available,xám,,,12,5,Diesel,số tự động
MITSUBISHI TRITON 2WD AT GLX​ 2025,Triton,TRITON 2WD AT GLX​ 2025,Other,2025,,650000000,1,Available,White,,,12,5,Diesel,số tự động
TOYOTA VELOZ CROSS CVT TOP 2025,Veloz Cross,VELOZ CROSS CVT TOP 2025,Other,2025,,660000000,1,Available,White,,,12,5,Petrol,số tự động
TOYOTA VIOS 1.5G CVT 2025,Vios,VIOS 1.5G CVT 2025,Other,2025,,545000000,1,Available,,,,12,5,Petrol,số tự động
MITSUBISHI TRITON 2WD AT GLX​ 2025,Triton,TRITON 2WD AT GLX​ 2025,Other,2025,,650000000,1,Available,White,,,12,5,Diesel,số tự động
TOYOTA VELOZ CROSS CVT TOP 2025,Veloz Cross,VELOZ CROSS CVT TOP 2025,Other,2025,,660000000,1,Available,White,,,12,5,Petrol,số tự động
TOYOTA VIOS 1.5G CVT 2025,Vios,VIOS 1.5G CVT 2025,Other,2025,,545000000,1,Available,,,,12,5,Petrol,số tự động
TOYOTA VIOS 1.5E CVT 2025,Vios,VIOS 1.5E CVT 2025,Other,2025,,488000000,1,Available,White,,,12,5,Petrol,số tự động
TOYOTA VIOS 1.5E MT 2025,Vios,VIOS 1.5E MT 2025,Other,2025,,458000000,1,Available,White,,,12,5,Petrol,Manual
GEELY CẦN THƠ COOLRAY - FLAGSHIP 628.000.000 TRIỆU,Coolray,CẦN THƠ COOLRAY - FLAGSHIP 628.000.000 TRIỆU,Other,2025,,628000000,1,Available,Red,,,12,5,Petrol,số tự động
HYUNDAI SANTA FE CALLIGRAPHY TURBO (6 GHẾ) 2025,Santa Fe,SANTA FE CALLIGRAPHY TURBO (6 GHẾ) 2025,Other,2025,,1365000000,1,Available,Black,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XÁM,Coolray,COOLRAY FLAGSHIP 2025 MÀU XÁM,Other,2025,,628000000,1,Available,bạc,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU TRẮNG,Coolray,COOLRAY PREMIUM 2025 MÀU TRẮNG,Other,2025,,578000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU ĐỎ,Coolray,COOLRAY PREMIUM 2025 MÀU ĐỎ,Other,2025,,578000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XANH DƯƠNG,Coolray,COOLRAY FLAGSHIP 2025 MÀU XANH DƯƠNG,Other,2025,,628000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU ĐỎ,Coolray,COOLRAY PREMIUM 2025 MÀU ĐỎ,Other,2025,,578000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU TRẮNG,Coolray,COOLRAY PREMIUM 2025 MÀU TRẮNG,Other,2025,,578000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XÁM,Coolray,COOLRAY FLAGSHIP 2025 MÀU XÁM,Other,2025,,628000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU CAM,Coolray,COOLRAY FLAGSHIP 2025 MÀU CAM,Other,2025,,628000000,1,Available,cam,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU TRẮNG,Coolray,COOLRAY PREMIUM 2025 MÀU TRẮNG,Other,2025,,578000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XÁM,Coolray,COOLRAY FLAGSHIP 2025 MÀU XÁM,Other,2025,,628000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU CAM,Coolray,COOLRAY FLAGSHIP 2025 MÀU CAM,Other,2025,,628000000,1,Available,cam,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XANH,Coolray,COOLRAY FLAGSHIP 2025 MÀU XANH,Other,2025,,628000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XÁM,Coolray,COOLRAY FLAGSHIP 2025 MÀU XÁM,Other,2025,,628000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU TRẮNG,Coolray,COOLRAY PREMIUM 2025 MÀU TRẮNG,Other,2025,,578000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU ĐỎ,Coolray,COOLRAY PREMIUM 2025 MÀU ĐỎ,Other,2025,,578000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU BẠC,Coolray,COOLRAY PREMIUM 2025 MÀU BẠC,Other,2025,,578000000,1,Available,bạc,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU XANH DƯƠNG,Coolray,COOLRAY PREMIUM 2025 MÀU XANH DƯƠNG,Other,2025,,578000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU ĐỎ,Coolray,COOLRAY FLAGSHIP 2025 MÀU ĐỎ,Other,2025,,628000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU TRẮNG,Coolray,COOLRAY FLAGSHIP 2025 MÀU TRẮNG,Other,2025,,628000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU XÁM,Coolray,COOLRAY PREMIUM 2025 MÀU XÁM,Other,2025,,578000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU CAM,Coolray,COOLRAY PREMIUM 2025 MÀU CAM,Other,2025,,578000000,1,Available,cam,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU BẠC,Coolray,COOLRAY FLAGSHIP 2025 MÀU BẠC,Other,2025,,628000000,1,Available,bạc,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XANH DƯƠNG,Coolray,COOLRAY FLAGSHIP 2025 MÀU XANH DƯƠNG,Other,2025,,628000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU CAM,Coolray,COOLRAY PREMIUM 2025 MÀU CAM,Other,2025,,578000000,1,Available,cam,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU BẠC,Coolray,COOLRAY FLAGSHIP 2025 MÀU BẠC,Other,2025,,628000000,1,Available,bạc,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XANH DƯƠNG,Coolray,COOLRAY FLAGSHIP 2025 MÀU XANH DƯƠNG,Other,2025,,628000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU CAM,Coolray,COOLRAY FLAGSHIP 2025 MÀU CAM,Other,2025,,628000000,1,Available,cam,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU ĐỎ,Coolray,COOLRAY STANDAR 2025 MÀU ĐỎ,Other,2025,,538000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU TRẮNG,Coolray,COOLRAY PREMIUM 2025 MÀU TRẮNG,Other,2025,,578000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU XÁM,Coolray,COOLRAY PREMIUM 2025 MÀU XÁM,Other,2025,,578000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU BẠC,Coolray,COOLRAY FLAGSHIP 2025 MÀU BẠC,Other,2025,,628000000,1,Available,bạc,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 202 MÀU ĐỎ,Coolray,COOLRAY PREMIUM 202 MÀU ĐỎ,Other,2025,,578000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU TRẮNG,Coolray,COOLRAY PREMIUM 2025 MÀU TRẮNG,Other,2025,,578000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XÁM,Coolray,COOLRAY FLAGSHIP 2025 MÀU XÁM,Other,2025,,628000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XANH,Coolray,COOLRAY FLAGSHIP 2025 MÀU XANH,Other,2025,,628000000,1,Available,xanh,,,12,5,Petrol,số tự động
FORD EVEREST PLATINUM 4X4AT 2025,Everest,EVEREST PLATINUM 4X4AT 2025,Other,2025,,1545000000,1,Available,,,,12,5,Diesel,số tự động
FORD EVEREST TITANIUM+ 4X4AT 2025,Ranger,EVEREST TITANIUM+ 4X4AT 2025,Other,2025,,1468000000,1,Available,,,,12,5,Diesel,số tự động
FORD EVEREST TITANIUM 4X2AT 2025,Ranger,EVEREST TITANIUM 4X2AT 2025,Other,2025,,1299000000,1,Available,,,,12,5,Diesel,số tự động
FORD EVEREST PLATINUM 4X4AT 2025,Everest,EVEREST PLATINUM 4X4AT 2025,Other,2025,,1545000000,1,Available,,,,12,5,Diesel,số tự động
FORD EVEREST TITANIUM+ 4X4AT 2025,Ranger,EVEREST TITANIUM+ 4X4AT 2025,Other,2025,,1468000000,1,Available,,,,12,5,Diesel,số tự động
FORD EVEREST TITANIUM 4X2AT 2025,Ranger,EVEREST TITANIUM 4X2AT 2025,Other,2025,,1299000000,1,Available,,,,12,5,Diesel,số tự động
FORD EVEREST SPORT 4X2AT 2025,Everest,EVEREST SPORT 4X2AT 2025,Other,2025,,1178000000,1,Available,,,,12,5,Diesel,số tự động
FORD EVEREST AMBIENTE 4X2AT,Everest,EVEREST AMBIENTE 4X2AT,Other,2025,,1099000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER RAPTOR 4X4AT 2025,Ranger,RANGER RAPTOR 4X4AT 2025,Other,2025,,1299000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER STORMTRAK 4X4AT 2025,Ranger,RANGER STORMTRAK 4X4AT 2025,Other,2025,,1039000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER XLS 4X2AT 2025,Ranger,RANGER XLS 4X2AT 2025,Other,2025,,707000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER XLS 4X4AT 2025,Ranger,RANGER XLS 4X4AT 2025,Other,2025,,776000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER SPORT 4X4AT 2025,Ranger,RANGER SPORT 4X4AT 2025,Other,2025,,864000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER WILDTRAK 4X4AT 2025,Ranger,RANGER WILDTRAK 4X4AT 2025,Other,2025,,979000000,1,Available,,,,12,5,Diesel,số tự động
HYUNDAI VENUE 2025 TRẮNG,Creta,VENUE 2025 TRẮNG,Other,2025,,499000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI I10 HATCHBACK 2025 ĐỎ,i10,I10 HATCHBACK 2025 ĐỎ,Hatchback,2025,,360000000,1,Available,White,,,12,5,Petrol,số hỗn hợp
HYUNDAI ALL NEW ACCENT 2025 ĐỎ,Accent,ALL NEW ACCENT 2025 ĐỎ,Other,2025,,439000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI ELANTRA 2025 TRẮNG,Elantra,ELANTRA 2025 TRẮNG,Other,2025,,579000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI I10 HATCHBACK 2025 ĐỎ,i10,I10 HATCHBACK 2025 ĐỎ,Hatchback,2025,,360000000,1,Available,White,,,12,5,Petrol,số hỗn hợp
HYUNDAI ALL NEW ACCENT 2025 ĐỎ,Accent,ALL NEW ACCENT 2025 ĐỎ,Other,2025,,439000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI ELANTRA 2025 TRẮNG,Elantra,ELANTRA 2025 TRẮNG,Other,2025,,579000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI CRETA 2025 TRẮNG,Creta,CRETA 2025 TRẮNG,Other,2025,,600000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI STARGAZER 2025 TRẮNG,Stargazer,STARGAZER 2025 TRẮNG,Other,2025,,489000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI TUCSON 2025 TRẮNG,Tucson,TUCSON 2025 TRẮNG,Other,2025,,769000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI SANTAFE 2025 TRẮNG,Santa Fe,SANTAFE 2025 TRẮNG,Other,2025,,1069000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI PALISADE 2025 TRẮNG,Santa Fe,PALISADE 2025 TRẮNG,Other,2025,,1469000000,1,Available,,,,12,5,Diesel,số tự động
HYUNDAI CUSTIN 2025 TRẮNG,Santa Fe,CUSTIN 2025 TRẮNG,Other,2025,,820000000,1,Available,,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU ĐEN,Coolray,COOLRAY PREMIUM 2025 MÀU ĐEN,Other,2025,,578000000,1,Available,Black,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU TRẮNG,Coolray,COOLRAY PREMIUM 2025 MÀU TRẮNG,Other,2025,,578000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU CAM,Coolray,COOLRAY STANDAR 2025 MÀU CAM,Other,2025,,538000000,1,Available,cam,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XÁM,Coolray,COOLRAY FLAGSHIP 2025 MÀU XÁM,Other,2025,,628000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XANH,Coolray,COOLRAY FLAGSHIP 2025 MÀU XANH,Other,2025,,628000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU ĐỎ,Coolray,COOLRAY FLAGSHIP 2025 MÀU ĐỎ,Other,2025,,628000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XÁM,Coolray,COOLRAY FLAGSHIP 2025 MÀU XÁM,Other,2025,,628000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XANH,Coolray,COOLRAY FLAGSHIP 2025 MÀU XANH,Other,2025,,628000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU ĐỎ,Coolray,COOLRAY FLAGSHIP 2025 MÀU ĐỎ,Other,2025,,628000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU ĐEN,Coolray,COOLRAY PREMIUM 2025 MÀU ĐEN,Other,2025,,578000000,1,Available,Black,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU CAM,Coolray,COOLRAY FLAGSHIP 2025 MÀU CAM,Other,2025,,628000000,1,Available,cam,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU XÁM,Coolray,COOLRAY PREMIUM 2025 MÀU XÁM,Other,2025,,578000000,1,Available,xám,,,12,5,Petrol,số tự động
Xe Tải ISUZU QKR 230 1Tấn 9-EURO 5 - 2025,D-Max,Tải ISUZU QKR 230 1Tấn 9-EURO 5 - 2025,Other,2025,,606000000,1,Available,,,,12,5,Diesel,Manual
GEELY COOLRAY PREMIUM 7DCT 4X2 2025 TRẮNG,Coolray,COOLRAY PREMIUM 7DCT 4X2 2025 TRẮNG,Other,2025,,578000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU CAM,Coolray,COOLRAY FLAGSHIP 2025 MÀU CAM,Other,2025,,628000000,1,Available,cam,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 7DCT 4X2 2025 TRANG,Coolray,COOLRAY FLAGSHIP 7DCT 4X2 2025 TRANG,Other,2025,,628000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU ĐỎ,Coolray,COOLRAY PREMIUM 2025 MÀU ĐỎ,Other,2025,,578000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU TRẮNG,Coolray,COOLRAY PREMIUM 2025 MÀU TRẮNG,Other,2025,,578000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDARD 2025 MÀU BẠC,Coolray,COOLRAY STANDARD 2025 MÀU BẠC,Other,2025,,538000000,1,Available,bạc,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDARD 2025 MÀU XANH DƯƠNG,Coolray,COOLRAY STANDARD 2025 MÀU XANH DƯƠNG,Other,2025,,538000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XÁM,Coolray,COOLRAY FLAGSHIP 2025 MÀU XÁM,Other,2025,,628000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDARD 2025 MÀU BẠC,Coolray,COOLRAY STANDARD 2025 MÀU BẠC,Other,2025,,538000000,1,Available,bạc,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDARD 2025 MÀU XANH DƯƠNG,Coolray,COOLRAY STANDARD 2025 MÀU XANH DƯƠNG,Other,2025,,538000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XÁM,Coolray,COOLRAY FLAGSHIP 2025 MÀU XÁM,Other,2025,,628000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU ĐỎ,Coolray,COOLRAY PREMIUM 2025 MÀU ĐỎ,Other,2025,,578000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU BẠC,Coolray,COOLRAY STANDAR 2025 MÀU BẠC,Other,2025,,538000000,1,Available,bạc,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU XÁM,Coolray,COOLRAY STANDAR 2025 MÀU XÁM,Other,2025,,538000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU ĐỎ,Coolray,COOLRAY PREMIUM 2025 MÀU ĐỎ,Other,2025,,578000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XANH DƯƠNG,Coolray,COOLRAY FLAGSHIP 2025 MÀU XANH DƯƠNG,Other,2025,,628000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU TRẮNG,Coolray,COOLRAY PREMIUM 2025 MÀU TRẮNG,Other,2025,,578000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU ĐỎ,Coolray,COOLRAY PREMIUM 2025 MÀU ĐỎ,Other,2025,,578000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU ĐEN,Coolray,COOLRAY FLAGSHIP 2025 MÀU ĐEN,Other,2025,,628000000,1,Available,Black,,,12,5,Petrol,số tự động
ISUZU DMAX TYPE-Z 4X4 AT - 2025,D-Max,DMAX TYPE-Z 4X4 AT - 2025,Other,2025,,880000000,1,Available,Red,,,12,5,Diesel,số tự động
ISUZU MUX PRESTIGE 4X2 AT FULL 2023-2024,mu-X,MUX PRESTIGE 4X2 AT FULL 2023-2024,Other,2023,,980000000,1,Available,White,,,12,5,Diesel,số tự động
MITSUBISHI XFORCE 2025,Xforce ,XFORCE 2025,Other,2025,,640000000,1,Available,White,,,12,5,Petrol,số tự động
ALL-NEW TRITON 4WD AT ATHLETE 2025,Triton,TRITON 4WD AT ATHLETE 2025,Other,2025,,924000000,1,Available,Black,,,12,5,Diesel,số tự động
ISUZU MUX PRESTIGE 4X2 AT FULL 2023-2024,mu-X,MUX PRESTIGE 4X2 AT FULL 2023-2024,Other,2023,,980000000,1,Available,White,,,12,5,Diesel,số tự động
MITSUBISHI XFORCE 2025,Xforce ,XFORCE 2025,Other,2025,,640000000,1,Available,White,,,12,5,Petrol,số tự động
ALL-NEW TRITON 4WD AT ATHLETE 2025,Triton,TRITON 4WD AT ATHLETE 2025,Other,2025,,924000000,1,Available,Black,,,12,5,Diesel,số tự động
ALL-NEW TRITON 4WD AT ATHLETE 2025,Triton,TRITON 4WD AT ATHLETE 2025,Other,2025,,924000000,1,Available,White,,,12,5,Diesel,số tự động
ALL-NEW TRITON 2WD AT GLX​ 2025,Triton,TRITON 2WD AT GLX​ 2025,Other,2025,,655000000,1,Available,Black,,,12,5,Diesel,số tự động
ALL-NEW TRITON 2WD AT PREMIUM 2025,Triton,TRITON 2WD AT PREMIUM 2025,Other,2025,,782000000,1,Available,White,,,12,5,Diesel,số tự động
ALL-NEW TRITON 4WD AT ATHLETE 2025,Triton,TRITON 4WD AT ATHLETE 2025,Other,2025,,924000000,1,Available,cam,,,12,5,Diesel,số tự động
MITSUBISHI XPANDER AT ECO 2025,Xpander,XPANDER AT ECO 2025,Other,2025,,598000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI ATTRAGE 2025,Attrage,ATTRAGE 2025,Other,2025,,380000000,1,Available,White,,,12,5,Petrol,Manual
ISUZU DMAX HILANDER 4X2 AT- FULL OPTION- 2025,D-Max,DMAX HILANDER 4X2 AT- FULL OPTION- 2025,Other,2025,,781000000,1,Available,xanh,,,12,5,Diesel,số tự động
ISUZU DMAX UTZ800 4X4 MT- 2025,D-Max,DMAX UTZ800 4X4 MT- 2025,Other,2025,,656000000,1,Available,Black,,,12,5,Diesel,Manual
ISUZU MU-X B7 PLUS-SUV-2025,mu-X,MU-X B7 PLUS-SUV-2025,SUV,2025,,998000000,1,Available,White,,,12,5,Diesel,số tự động
ISUZU MU-X B7 MT- SUV - 2025,mu-X,MU-X B7 MT- SUV - 2025,SUV,2025,,910000000,1,Available,White,,,12,5,Diesel,Manual
ISUZU MUX PREMIUM 4X4 AT - FULL OPTION - 2023.,mu-X,MUX PREMIUM 4X4 AT - FULL OPTION - 2023.,Other,2023,,1250000000,1,Available,White,,,12,5,Diesel,số tự động
GEELY COOLRAY STANDAR 2025 MÀU CAM,Coolray,COOLRAY STANDAR 2025 MÀU CAM,Other,2025,,538000000,1,Available,cam,,,12,5,Petrol,số tự động
ISUZU MU-X B7 MT- SUV - 2025,mu-X,MU-X B7 MT- SUV - 2025,SUV,2025,,910000000,1,Available,White,,,12,5,Diesel,Manual
ISUZU MUX PREMIUM 4X4 AT - FULL OPTION - 2023.,mu-X,MUX PREMIUM 4X4 AT - FULL OPTION - 2023.,Other,2023,,1250000000,1,Available,White,,,12,5,Diesel,số tự động
GEELY COOLRAY STANDAR 2025 MÀU CAM,Coolray,COOLRAY STANDAR 2025 MÀU CAM,Other,2025,,538000000,1,Available,cam,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU XÁM,Coolray,COOLRAY STANDAR 2025 MÀU XÁM,Other,2025,,538000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU XÁM,Coolray,COOLRAY STANDAR 2025 MÀU XÁM,Other,2025,,538000000,1,Available,,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU XANH,Coolray,COOLRAY STANDAR 2025 MÀU XANH,Other,2025,,538000000,1,Available,xanh,,,12,5,Petrol,số tự động
MITSUBISHI TRITON PREMIUM 2WD AT,Triton,TRITON PREMIUM 2WD AT,Other,2025,,782000000,1,Available,cam,,,12,5,Diesel,số tự động
GEELY COOLRAY STANDAR 2025 MÀU ĐEN,Coolray,COOLRAY STANDAR 2025 MÀU ĐEN,Other,2025,,538000000,1,Available,Black,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU XANH DƯƠNG,Coolray,COOLRAY STANDAR 2025 MÀU XANH DƯƠNG,Other,2025,,538000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU CAM,Coolray,COOLRAY STANDAR 2025 MÀU CAM,Other,2025,,538000000,1,Available,cam,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU XÁM,Coolray,COOLRAY STANDAR 2025 MÀU XÁM,Other,2025,,538000000,1,Available,xám,,,12,5,Petrol,số tự động
MITSUBISHI OUTLANDER 2.0CVT ,Outlander,OUTLANDER 2.0CVT,Other,2025,,825000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU CAM,Coolray,COOLRAY STANDAR 2025 MÀU CAM,Other,2025,,538000000,1,Available,cam,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU ĐỎ,Coolray,COOLRAY STANDAR 2025 MÀU ĐỎ,Other,2025,,538000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU TRẮNG,Coolray,COOLRAY STANDAR 2025 MÀU TRẮNG,Other,2025,,538000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU CAM,Coolray,COOLRAY STANDAR 2025 MÀU CAM,Other,2025,,538000000,1,Available,cam,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU ĐỎ,Coolray,COOLRAY STANDAR 2025 MÀU ĐỎ,Other,2025,,538000000,1,Available,Red,,,12,5,Petrol,số tự động
